T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
17.3,26,10,-,45,0,2.3,5,14.8,-,-,-,-,-,2012,12,8
18.7,28,10,-,49,0,1.6,2.8,11.1,-,-,-,-,-,2012,12,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,10
-,-,-,-,-,-,-,-,-,-,o,-,o,1,2012,12,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,12
19.6,28,14,-,55,-,2.4,11.5,16.5,-,o,-,-,-,2012,12,13
17.2,21,14,-,66,-,3.1,14.6,25.9,37,o,-,-,-,2012,12,14
17.8,23,14,-,68,0,1.8,6.3,13,-,-,-,-,-,2012,12,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,18
14.1,22,8,-,55,0,3.9,15.4,25.9,37,-,-,-,-,2012,12,19
13.8,21,7,-,59,0,3.4,11.7,25.9,-,-,-,-,-,2012,12,20
13.6,21,7,-,58,0,2.3,5.9,16.5,-,-,-,-,-,2012,12,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,24
9.9,15,6,-,95,0,0.6,6.3,9.4,-,-,-,-,1,2012,12,25
10.9,16,8,-,89,0,1.1,7.6,13,-,-,-,-,1,2012,12,26
10.3,17,6,-,90,0,0.6,8.7,16.5,-,-,-,-,1,2012,12,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,12,30
14.2,29,4,-,60,0,1,9.6,18.3,-,-,-,-,1,2012,12,31
8.9,15,5,-,93,0,0.5,4.8,11.1,-,-,-,-,1,2013,01,1
9.2,-,4,-,97,0,0.5,9.4,16.5,-,-,-,-,1,2013,01,2
6.6,10,3,-,99,0,0.6,8.1,13,-,-,-,-,1,2013,01,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,6
9.1,-,2,-,70,0,0.8,9.8,14.8,-,-,-,-,1,2013,01,7
7.8,14,3,-,79,0,1.6,11.7,18.3,-,-,-,-,1,2013,01,8
13.4,29,7,-,55,0,2.4,11.9,22.2,-,-,-,-,-,2013,01,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,01,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,01,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,01,12
15.2,21,10,-,88,0,0.6,8.9,18.3,-,-,-,-,1,2013,01,13
13.7,28,6,-,89,0,0.3,5.2,13,-,-,-,-,1,2013,01,14
14.1,21,6,-,83,0,1,4.8,14.8,-,-,-,-,1,2013,01,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,01,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,01,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,01,18
11.8,18,7,-,81,0,2.1,8.9,22.2,-,-,-,-,1,2013,01,19
10.6,17,6,-,86,0,1.8,11.1,20.6,-,-,-,-,1,2013,01,20
11.1,19,5,-,77,0,1.9,8.1,16.5,-,-,-,-,-,2013,01,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,24
13.2,20,6,-,65,0,2.3,8.9,20.6,-,-,-,-,1,2013,01,25
13.6,20,6,-,71,0,2.6,8.1,20.6,-,-,-,-,-,2013,01,26
13.6,21,7,-,68,0,2.3,7,20.6,-,-,-,-,-,2013,01,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,01,30
14.7,21,10,-,81,0,0.8,3.9,13,-,-,-,-,1,2013,01,31
18.5,28,8,-,67,0,0.6,4.4,11.1,-,-,-,-,1,2013,02,1
20.3,28,14,-,65,0,1.1,4.4,11.1,-,-,-,-,1,2013,02,2
20.3,28,10,-,58,0,1.8,6.7,16.5,-,-,-,-,1,2013,02,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,02,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,02,5
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,02,6
13.9,19,9,-,77,0,3.2,11.3,22.2,-,-,-,-,-,2013,02,7
13.9,20,8,-,82,0,2.7,12.8,22.2,-,-,-,-,-,2013,02,8
14.8,21,8,-,73,0,2.6,7.4,16.5,-,-,-,-,1,2013,02,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,02,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,02,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,02,12
16.6,24,10,-,70,0,2.3,10.2,14.8,-,-,-,-,-,2013,02,13
21.6,28,11,-,50,0,2.3,5.6,33.5,-,-,-,-,-,2013,02,14
18.5,28,14,-,76,-,2.6,13.1,24.1,33.5,o,-,o,-,2013,02,15
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,02,16
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2013,02,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,02,18
17.8,28,12,-,80,0,1.8,7,16.5,-,-,-,-,1,2013,02,19
16.1,22,10,-,88,0,1.1,7,18.3,-,-,-,-,1,2013,02,20
19.4,26,12,-,73,-,1.8,8.9,16.5,-,o,-,-,1,2013,02,21
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2013,02,22
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,02,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,02,24
17.2,23,12,-,82,0,2.7,6.3,16.5,-,-,-,-,-,2013,02,25
19.8,25,12,-,65,0,3.2,9.6,16.5,-,-,-,-,-,2013,02,26
21.1,26,16,-,61,0,3.7,7.6,13,-,-,-,-,-,2013,02,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,02,28
16.6,23,10,-,65,0,3.9,16.9,27.8,37,-,-,-,-,2013,03,1
18.6,25,11,-,63,0,4,15.9,27.8,-,-,-,-,-,2013,03,2
20.1,27,12,-,68,0,2.6,9.3,22.2,-,-,-,-,-,2013,03,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,03,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,03,6
22.9,30,15,-,60,0,2.7,7.4,20.6,33.5,-,-,-,-,2013,03,7
23.2,31,16,-,50,0,2.6,5.2,13,-,-,-,-,-,2013,03,8
25.5,32,16,-,38,0,3.4,8.5,14.8,-,-,-,-,-,2013,03,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,03,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,03,12
24.7,32,17,-,51,0,2.4,8.1,16.5,-,-,-,-,-,2013,03,13
21.8,28,15,-,57,0,4.3,12,20.6,-,-,-,-,-,2013,03,14
22.9,28,14,-,50,0,3.4,10.2,20.6,-,-,-,-,-,2013,03,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,18
24.3,31,16,-,66,0,2.4,10.7,25.9,37,-,-,-,1,2013,03,19
26.3,34,18,-,47,0,2.9,7.6,16.5,-,-,-,o,1,2013,03,20
25.3,32,18,-,53,0,2.6,12.8,24.1,37,-,-,-,-,2013,03,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,03,24
22.2,28,17,-,59,0,3.4,17.2,22.2,-,-,-,-,-,2013,03,25
22.3,28,16,-,58,0,3.1,13.3,22.2,-,-,-,-,-,2013,03,26
23.4,29,16,-,53,0,2.9,8.3,20.6,-,-,-,-,-,2013,03,27
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,03,28
-,-,-,-,-,-,-,-,-,-,-,-,o,1,2013,03,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,03,30
24.8,31,18,-,55,0,2.7,10,18.3,-,-,-,-,-,2013,03,31
26.9,34,19,-,41,0,3.1,8,16.5,-,-,-,-,-,2013,04,1
25.7,35,19,-,47,-,2.7,10.9,27.8,46.5,o,-,o,-,2013,04,2
25.2,31,18,-,51,0,2.4,9.3,18.3,-,-,-,-,-,2013,04,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,6
28.6,36,18,-,29,0,3.4,12.4,24.1,33.5,-,-,-,-,2013,04,7
30.1,37,20,-,29,0,2.3,7,18.3,-,-,-,-,-,2013,04,8
31.2,38,23,-,26,0,2.6,8.3,18.3,37,-,-,o,-,2013,04,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,12
30.2,36,24,-,28,-,2.3,9.8,22.2,48.2,o,-,o,-,2013,04,13
27.7,35,22,-,39,0,2.9,6.3,14.8,33.5,-,-,-,-,2013,04,14
29.2,36,21,-,33,0,2.3,7.8,18.3,-,-,-,-,-,2013,04,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,18
30.6,38,22,-,18,0,3.1,7.6,14.8,-,-,-,-,-,2013,04,19
31.1,37,24,-,23,0,2.4,11.9,27.8,37,-,-,-,-,2013,04,20
27.4,32,22,-,42,0,3.4,16.7,24.1,37,-,-,-,-,2013,04,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,24
31.8,37,27,-,33,0,2.9,7.6,20.6,38.9,-,-,-,-,2013,04,25
31,34,27,-,37,0,2.9,10.6,29.4,-,-,-,-,-,2013,04,26
32.1,38,26,-,26,0,3.5,15.7,24.1,38.9,-,-,-,-,2013,04,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,04,30
30.9,38,24,-,14,0,3.2,11.3,22.2,-,-,-,-,-,2013,05,1
31.2,36,22,-,15,0,3.4,12.4,22.2,42.4,-,-,-,-,2013,05,2
31.4,38,22,-,16,0,3.1,8,22.2,44.3,-,-,-,-,2013,05,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,6
34.3,41,27,-,19,0,2.6,7.8,22.2,-,-,-,-,-,2013,05,7
34.4,41,25,-,18,0,2.6,12.6,24.1,-,-,-,-,-,2013,05,8
34.8,41,26,-,19,0,3.1,7.8,18.3,-,-,-,-,-,2013,05,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,05,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,12
31.9,37,24,-,34,0,3.4,7,18.3,-,-,-,-,-,2013,05,13
33.4,42,26,-,27,0,3.1,7,46.5,64.8,-,-,-,-,2013,05,14
34.1,41,26,-,24,0,2.3,8.7,18.3,-,-,-,-,-,2013,05,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,18
37.7,45,31,-,12,0,3.4,11.5,24.1,40.7,-,-,-,-,2013,05,19
37.9,44,29,-,13,0,3.5,10.2,22.2,-,-,-,-,-,2013,05,20
37.1,46,29,-,13,0,4.2,12.4,22.2,33.5,-,-,-,-,2013,05,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,24
37.7,43,31,-,20,0,3.1,12,20.6,-,-,-,-,-,2013,05,25
37.3,43,31,-,21,0,3.4,10,22.2,-,-,-,-,-,2013,05,26
35.7,42,31,-,31,0,2.6,11.3,22.2,37,-,-,-,-,2013,05,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,28
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,05,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,05,30
34,41,27,-,32,0,3.4,14.4,25.9,-,-,-,-,-,2013,05,31
31.3,37,27,-,50,0,3.9,17.6,25.9,37,-,-,-,-,2013,06,1
32.9,37,27,-,49,0,4.2,14.6,20.6,-,-,-,-,-,2013,06,2
33.3,39,29,-,50,0,3.2,13.3,22.2,-,-,-,-,-,2013,06,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,5
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2013,06,6
33.9,39,29,-,48,0,2.4,13.1,18.3,-,-,-,-,-,2013,06,7
34.8,40,30,-,55,0,3.2,15,22.2,-,-,-,-,-,2013,06,8
35.8,41,32,-,47,0,3.4,13.1,22.2,27.8,-,-,-,-,2013,06,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,12
29.8,33,27,-,70,0,2.9,14.6,25.9,44.3,-,-,-,-,2013,06,13
30.8,37,25,-,64,-,2.4,11.5,31.3,50,o,-,o,-,2013,06,14
29.8,37,23,-,69,-,3.2,18.5,27.8,46.5,o,-,-,-,2013,06,15
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,06,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,06,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,18
31,35,28,-,64,0,2.3,8.5,18.3,-,-,-,-,-,2013,06,19
33.9,39,29,-,50,0,2.3,8,13,-,-,-,-,-,2013,06,20
36.4,41,31,-,38,0,2.6,10.4,25.9,33.5,-,-,-,-,2013,06,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,24
30,33,28,-,76,0,2.9,15.7,24.1,-,-,-,-,-,2013,06,25
30.6,33,28,-,73,0,2.7,10.7,16.5,-,-,-,-,-,2013,06,26
30.9,37,26,-,68,-,2.9,12,22.2,37,o,-,-,-,2013,06,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,06,29
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,06,30
33.4,39,28,-,59,0,2.7,13,22.2,-,-,-,-,-,2013,07,1
32.2,36,27,-,65,-,2.6,13.3,22.2,-,o,-,-,-,2013,07,2
30.6,33,28,-,76,0,2.6,11.1,18.3,-,-,-,-,-,2013,07,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,6
29.9,34,28,-,81,-,2.4,10.9,22.2,-,o,-,o,-,2013,07,7
29.4,35,27,-,83,-,2.6,9.6,16.5,-,o,-,-,-,2013,07,8
28.5,34,25,-,85,-,2.6,9.8,22.2,33.5,o,-,o,-,2013,07,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,07,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,07,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,07,12
31.5,35,28,-,74,0,2.9,9.6,16.5,-,-,-,-,-,2013,07,13
30.4,36,28,-,78,-,2.6,6.3,16.5,38.9,o,-,-,-,2013,07,14
31.4,35,28,-,75,0,2.7,9.1,20.6,-,-,-,-,-,2013,07,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,18
30.7,35,27,-,77,-,3.1,11.1,20.6,-,o,-,-,-,2013,07,19
26.3,29,24,-,94,-,1.4,6.7,18.3,-,o,-,o,-,2013,07,20
28.9,33,26,-,86,0,1.6,5,14.8,-,-,-,-,-,2013,07,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,07,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,24
28,33,25,-,89,0,2.4,10.2,20.6,33.5,-,-,-,-,2013,07,25
30.2,34,25,-,78,0,2.6,8.7,18.3,-,-,-,-,-,2013,07,26
29.1,33,27,-,87,-,2.4,4.8,18.3,37,o,-,-,-,2013,07,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,07,28
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,07,29
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2013,07,30
27.4,31,26,-,93,-,2.1,8.1,24.1,-,o,-,-,-,2013,07,31
29.8,33,27,-,84,0,2.6,8.5,14.8,-,-,-,-,-,2013,08,1
30.6,33,28,-,77,0,2.9,15,24.1,33.5,-,-,-,-,2013,08,2
30.8,35,28,-,77,-,2.7,11.3,24.1,33.5,o,-,-,-,2013,08,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,4
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,08,6
28,29,26,-,93,-,1.8,4.3,11.1,-,o,-,-,-,2013,08,7
27.8,31,26,-,91,-,2.3,6.5,14.8,-,o,-,-,-,2013,08,8
26.9,28,26,-,93,-,1.9,6.3,14.8,-,o,-,-,-,2013,08,9
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,12
28.8,31,26,-,89,0,1.9,13.9,22.2,33.5,-,-,-,-,2013,08,13
28.8,33,26,-,86,-,2.1,14.6,22.2,-,o,-,o,-,2013,08,14
27.3,30,26,-,93,0,2.3,10.7,18.3,-,-,-,-,-,2013,08,15
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,16
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,17
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,08,18
27.9,32,26,-,93,-,2.1,5.6,13,-,o,-,o,-,2013,08,19
28.8,32,26,-,88,0,2.1,8.5,11.1,-,-,-,-,-,2013,08,20
28.6,33,26,-,86,-,2.7,9.8,16.5,-,o,-,o,-,2013,08,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,24
30.1,34,27,-,85,-,1.9,1.7,9.4,-,o,-,o,-,2013,08,25
31.6,35,28,-,76,0,2.3,10.2,16.5,-,-,-,-,-,2013,08,26
30.8,34,27,-,73,0,2.7,13.9,22.2,33.5,-,-,-,-,2013,08,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,08,29
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,08,30
28.8,33,26,-,78,0,3.5,11.9,18.3,-,-,-,-,-,2013,08,31
32.5,34,30,-,60,0,4.5,15,18.3,-,-,-,-,-,2013,09,1
30.3,35,26,-,67,0,3.9,13.5,22.2,35.2,-,-,-,-,2013,09,2
30.2,35,25,-,64,0,3.2,14.3,24.1,-,-,-,-,-,2013,09,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,6
30.4,35,26,-,60,0,3.1,8.9,18.3,-,-,-,-,-,2013,09,7
29.4,34,27,-,66,0,2.4,9.4,20.6,-,-,-,-,-,2013,09,8
29.5,34,25,-,67,-,1.9,7.4,18.3,-,o,-,-,-,2013,09,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,12
30.7,35,27,-,69,0,2.1,3.3,9.4,-,-,-,-,-,2013,09,13
31.3,36,27,-,66,0,2.4,5.4,16.5,-,-,-,-,-,2013,09,14
31.3,36,25,-,59,0,2.3,7.6,20.6,40.7,-,-,-,-,2013,09,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,18
30.1,35,25,-,63,0,2.3,5,13,-,-,-,-,-,2013,09,19
28.8,33,26,-,74,0,2.7,12.8,27.8,33.5,-,-,-,-,2013,09,20
26.3,33,24,-,85,-,2.3,13.5,24.1,31.7,o,-,o,-,2013,09,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,24
28.6,34,25,-,76,0,2.9,9.1,18.3,-,-,-,o,-,2013,09,25
27.9,33,25,-,80,0,3.2,6.9,20.6,-,-,-,-,-,2013,09,26
28.2,34,25,-,79,-,2.6,7.4,16.5,-,o,-,-,-,2013,09,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,09,29
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,09,30
28.3,32,25,-,71,0,3.4,11.7,16.5,-,-,-,-,-,2013,10,1
28.7,33,25,-,66,0,3.7,13.1,22.2,-,-,-,-,-,2013,10,2
27.3,33,23,-,66,0,3.5,13.1,24.1,-,-,-,-,-,2013,10,3
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,10,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,6
29.8,33,26,-,68,0,2.1,7,11.1,-,-,-,-,-,2013,10,7
29.9,34,26,-,67,0,2.9,8.1,13,-,-,-,-,-,2013,10,8
29.4,34,25,-,66,0,2.6,8.7,16.5,-,-,-,-,-,2013,10,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2013,10,11
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2013,10,12
27.2,31,24,-,76,0,2.3,2.8,11.1,-,-,-,-,-,2013,10,13
27.6,32,23,-,74,0,2.4,6.9,18.3,-,-,-,-,-,2013,10,14
26.2,33,22,-,72,0,2.6,4.6,14.8,-,-,-,-,-,2013,10,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,18
24.9,32,19,-,64,0,2.7,5.2,16.5,-,-,-,-,-,2013,10,19
25.3,31,19,-,58,0,2.3,3.5,11.1,-,-,-,-,-,2013,10,20
24.6,31,19,-,57,0,2.1,3.9,14.8,-,-,-,-,-,2013,10,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,24
23.9,30,19,-,68,0,1.1,3.7,11.1,-,-,-,-,-,2013,10,25
24,30,19,-,67,0,1.1,2.4,9.4,-,-,-,-,-,2013,10,26
22.6,30,18,-,63,0,1.4,4.3,14.8,-,-,-,-,1,2013,10,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,10,30
24.9,30,20,-,51,0,2.6,7.8,14.8,-,-,-,-,-,2013,10,31
20.1,24,17,-,74,0,1.4,0.7,9.4,-,-,-,-,-,2013,11,1
21.4,27,15,-,58,0,1.3,7.8,16.5,-,-,-,-,-,2013,11,2
19.8,28,14,-,52,0,1.6,6.7,20.6,-,-,-,-,1,2013,11,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,11,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,6
20.6,26,16,-,66,-,1,7.6,14.8,-,o,-,-,-,2013,11,7
19,25,14,-,70,0,1.3,4.4,11.1,-,-,-,-,-,2013,11,8
19.6,25,14,-,68,0,1.6,3.9,11.1,-,-,-,-,1,2013,11,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,11,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,12
17.8,25,11,-,51,0,1.8,5.4,16.5,-,-,-,-,-,2013,11,13
16.8,25,10,-,53,0,1.9,5.6,14.8,-,-,-,-,-,2013,11,14
17.6,25,9,-,50,0,1.8,3.7,11.1,-,-,-,-,-,2013,11,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,18
17.8,26,10,-,49,0,2.1,5.7,18.3,-,-,-,-,-,2013,11,19
17.9,27,11,-,53,0,2.1,3,11.1,-,-,-,-,-,2013,11,20
19.6,27,10,-,50,0,1.9,5,13,-,-,-,-,-,2013,11,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,11,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2013,11,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,24
18.9,28,13,-,55,0,2.4,11.3,22.2,-,-,-,-,-,2013,11,25
19.3,28,14,-,54,0,2.3,10.6,22.2,-,-,-,-,-,2013,11,26
19.8,27,13,-,54,0,1.8,5.4,13,-,-,-,-,-,2013,11,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,11,29
